card_id,rt
161307,43
161308,68
161309,45
161310,23
161311,59
161312,43
161313,37
161314,13
161315,19
161316,47
161317,53
161318,71
161319,44
161320,20
161321,37
161322,20
161323,43
161324,45
161325,37
161326,23
161327,51
161328,23
161329,52
161330,13
161331,71
161332,37
161333,17
161334,45
161335,63
161336,37
161337,46
161338,23
161339,57
161340,56
161341,20
161342,37
161343,21
161344,19
161345,20
161346,47
161347,22
161348,60
161349,37
161350,26
161351,45
161352,20
161353,30
161354,52
161355,59
161356,47
161357,75
161358,19
161359,43
161360,14
161361,24
161362,21
161363,43
161364,37
161365,29
161366,23
161367,17
161368,21
161369,52
161370,37
161371,46
161372,24
161373,51
161374,23
161375,57
161376,44
161377,17
161378,78
161379,23
161380,75
161381,37
161382,75
161383,37
161384,44
161385,20
161386,24
161387,12
161388,43
161389,22
161390,63
161391,50
161392,52
161393,21
161394,32
161395,21
161396,43
161397,18
161398,16
161399,43
161400,37
161401,22
161402,65
161403,31
161404,75
161405,43
161406,23
161407,21
161408,53
161409,42
161410,24
161411,43
161412,43
161413,43
161414,51
161415,57
161416,20
161417,37
161418,68
161419,23
161420,53
161421,21
161422,29
161423,19
161424,55
161425,43
161426,23
161427,47
161428,17
161429,45
161430,37
161431,17
161432,53
161433,43
161434,20
161435,23
161436,23
161437,17
161438,14
161439,37
161440,18
161441,15
161442,18
161443,20
161444,23
161445,18
161446,43
161447,43
161448,31
161449,43
161450,13
161451,23
161452,43
161453,22
161454,20
161455,43
161456,29
161457,46
161458,37
161459,47
161460,17
161461,20
161462,43
161463,74
161464,76
161465,43
161466,19
161467,63
161468,37
161469,19
161470,52
161471,45
161472,24
161473,44
161474,61
161475,47
161476,37
161477,20
161478,43
161479,45
161480,18
161481,24
161482,23
161483,68
161484,16
161485,37
161486,51
161487,23
161488,42
161489,58
161490,20
161491,37
161492,14
161493,50
161494,52
161495,43
161496,15
161497,52
161498,16
161499,37
161500,24
161501,22
161502,37
161503,39
161504,29
161505,22
161506,47
161507,18
161508,80
161509,22
161510,55
161511,37
161512,75
161513,37
161514,61
161515,31
161516,12
161517,43
161518,46
161519,57
161520,21
161521,49
161522,24
161523,66
161524,52
161525,24
161526,51
161527,22
161528,37
161529,20
161530,85
161531,52
161532,58
161533,63
161534,43
161535,24
161536,37
161537,45
161538,39
161539,58
161540,23
161541,59
161542,56
161543,75
161544,24
161545,20
161546,37
161547,37
161548,64
161549,22
161550,37
161551,42
161552,13
161553,23
161554,24
161555,53
161556,58
161557,43
161558,37
161559,47
161560,16
161561,13
161562,23
161563,45
161564,70
161565,43
161566,51
161567,72
161568,60
161569,30
161570,16
161571,29
161572,68
161573,52
161574,56
161575,38
161576,21
161577,37
161578,13
161579,52
161580,51
161581,38
161582,23
161583,65
161584,43
161585,42
161586,52
161587,15
161588,37
161589,23
161590,43
161591,17
161592,52
161593,43
161594,37
161595,53
161596,60
161597,75
161598,24
161599,71
161600,63
161601,55
161602,21
161603,56
161604,70
161605,29
161606,75
161607,43
161608,19
161609,23
161610,53
161611,37
161612,20
161613,43
161614,23
161615,63
161616,67
161617,72
161618,59
161619,24
161620,51
161621,37
161622,43
161623,52
161624,61
161625,67
161626,82
161627,21
161628,37
161629,61
161630,52
161631,24
161632,43
161633,19
161634,75
161635,61
161636,45
161637,69
161638,69
161639,19
161640,16
161641,65
161642,53
161643,53
161644,23
161645,29
161646,43
161647,80
161648,37
161649,89
161650,19
161651,24
161652,65
161653,51
161654,52
161655,65
161656,21
161657,22
161658,43
161659,80
161660,43
161661,64
161662,20
161663,43
161664,43
161665,37
161666,12
161667,45
161668,75
161669,22
161670,37
161671,37
161672,43
161673,20
161674,24
161675,43
161676,61
161677,23
161678,45
161679,65
161680,43
161681,61
161682,43
161683,55
161684,52
161685,23
161686,24
161687,47
161688,56
161689,70
161690,19
161691,51
161692,75
161693,44
161694,17
161695,56
161696,66
161697,44
161698,37
161699,64
161700,46
161701,31
161702,23
161703,16
161704,23
161705,66
161706,21
161707,52
161708,44
161709,51
161710,51
161711,50
161712,37
161713,20
161714,51
161715,43
161716,36
161717,63
161718,23
161719,43
161720,22
161721,31
161722,22
161723,61
161724,37
161725,24
161726,23
161727,19
161728,45
161729,16
161730,36
161731,67
161732,27
161733,24
161734,24
161735,45
161736,45
161737,23
161738,23
161739,55
161740,29
161741,29
161742,15
161743,75
161744,18
161745,22
161746,21
161747,13
161748,52
161749,51
161750,43
161751,37
161752,57
161753,48
161754,24
161755,13
161756,22
161757,46
161758,23
161759,75
161760,36
161761,67
161762,46
161763,37
161764,24
161765,38
161766,43
161767,37
161768,29
161769,37
161770,47
161771,37
161772,21
161773,36
161774,45
161775,51
161776,75
161777,21
161778,56
161779,21
161780,65
161781,21
161782,75
161783,66
161784,49
161785,29
161786,22
161787,51
161788,55
161789,20
161790,69
161791,20
161792,17
161793,43
161794,23
161795,37
161796,42
161797,20
161798,31
161799,26
161800,36
161801,43
161802,17
161803,22
161804,27
161805,43
161806,21
161807,23
161808,22
161809,46
161810,29
161811,37
161812,13
161813,48
161814,18
161815,59
161816,23
161817,45
161818,52
161819,23
161820,24
161821,37
161822,21
161823,64
161824,52
161825,75
161826,20
161827,13
161828,57
161829,22
161830,23
161831,17
161832,54
161833,16
161834,37
161835,36
161836,20
161837,36
161838,43
161839,50
161840,29
161841,43
161842,36
161843,29
161844,43
161845,45
161846,51
161847,20
161848,23
161849,17
161850,22
161851,36
161852,23
161853,50
161854,24
161855,29
161856,36
161857,38
161858,43
161859,29
161860,79
161861,19
161862,22
161863,30
161864,23
161865,57
161866,69
161867,24
161868,52
161869,12
161870,43
161871,45
161872,59
161873,22
161874,37
161875,17
161876,15
161877,18
161878,46
161879,24
161880,22
161881,43
161882,39
161883,37
161884,19
161885,20
161886,12
161887,37
161888,54
161889,29
161890,19
161891,51
161892,43
161893,14
161894,64
161895,71
161896,24
161897,55
161898,15
161899,23
161900,22
161901,36
161902,57
161903,45
161904,18
161905,56
161906,54
161907,53
161908,15
161909,53
161910,52
161911,18
161912,17
161913,76
161914,60
161915,22
161916,43
161917,46
161918,36
161919,23
161920,23
161921,60
161922,66
161923,61
161924,21
161925,23
161926,51
161927,67
161928,36
161929,37
161930,51
161931,57
161932,17
161933,23
161934,59
161935,75
161936,13
161937,24
161938,75
161939,56
161940,37
161941,12
161942,22
161943,52
161944,43
161945,18
161946,61
161947,24
161948,53
161949,14
161950,22
161951,52
161952,36
161953,61
161954,40
161955,30
161956,43
161957,15
161958,16
161959,52
161960,37
161961,22
161962,48
161963,51
161964,52
161965,24
161966,59
161967,58
161968,21
161969,72
161970,21
161971,24
161972,43
161973,13
161974,53
161975,37
161976,37
161977,52
161978,36
161979,43
161980,37
161981,37
161982,21
161983,37
161984,24
161985,51
161986,45
161987,14
161988,57
161989,64
161990,54
161991,39
161992,54
161993,24
161994,38
161995,38
161996,36
161997,43
161998,36
161999,90
162000,24
162001,23
162002,43
162003,17
162004,30
162005,19
162006,22
162007,62
162008,64
162009,57
162010,78
162011,43
162012,62
162013,43
162014,36
162015,57
162016,18
162017,50
162018,43
162019,17
162020,59
162021,21
162022,55
162023,77
162024,36
162025,75
162026,62
162027,57
162028,43
162029,69
162030,55
162031,37
162032,38
162033,51
162034,77
162035,22
162036,67
162037,70
162038,16
162039,68
162040,19
162041,61
162042,18
162043,56
162044,78
162045,71
162046,69
162047,53
162048,20
162049,22
162050,23
162051,43
162052,43
162053,67
162054,39
162055,46
162056,52
162057,15
162058,58
162059,36
162060,75
162061,61
162062,45
162063,20
162064,50
162065,29
162066,51
162067,15
162068,37
162069,13
162070,20
162071,16
162072,43
162073,38
162074,23
162075,73
162076,23
162077,16
162078,57
162079,45
162080,46
162081,24
162082,52
162083,51
162084,76
162085,18
162086,29
162087,59
162088,53
162089,37
162090,75
162091,36
162092,71
162093,75
162094,53
162095,37
162096,47
162097,21
162098,53
162099,55
162100,75
162101,16
162102,22
162103,23
162104,22
162105,67
162106,24
162107,21
162108,58
162109,22
162110,37
162111,12
162112,56
162113,21
162114,57
162115,58
162116,61
162117,69
162118,57
162119,23
162120,23
162121,38
162122,15
162123,43
162124,47
162125,75
162126,23
162127,53
162128,29
162129,46
162130,52
162131,48
162132,67
162133,24
162134,19
162135,23
162136,46
162137,46
162138,44
162139,15
162140,84
162141,23
162142,19
162143,23
162144,47
162145,24
162146,45
162147,48
162148,71
162149,23
162150,20
162151,22
162152,67
162153,21
162154,23
162155,17
162156,76
162157,46
162158,13
162159,16
162160,37
162161,22
162162,74
162163,52
162164,44
162165,17
162166,22
162167,73
162168,45
162169,44
162170,68
162171,45
162172,44
162173,37
162174,30
162175,47
162176,37
162177,14
162178,30
162179,44
162180,44
162181,46
162182,37
162183,13
162184,45
162185,21
162186,43
162187,47
162188,47
162189,18
162190,44
162191,22
162192,18
162193,51
162194,24
162195,52
162196,21
162197,30
162198,15
162199,51
162200,52
162201,44
162202,44
162203,58
162204,18
162205,61
162206,19
162207,44
162208,44
162209,61
162210,75
162211,27
162212,24
162213,53
162214,52
162215,24
162216,56
162217,44
162218,54
162219,46
162220,22
162221,19
162222,19
162223,53
162224,46
162225,15
162226,24
162227,23
162228,24
162229,23
162230,20
162231,13
162232,32
162233,47
162234,18
162235,45
162236,13
162237,13
162238,46
162239,22
162240,23
162241,44
162242,44
162243,74
162244,66
162245,22
162246,44
162247,75
162248,22
162249,21
162250,14
162251,44
162252,24
162253,58
162254,16
162255,37
162256,22
162257,57
162258,19
162259,23
162260,44
162261,20
162262,24
162263,45
162264,37
162265,51
162266,75
162267,45
162268,24
162269,44
162270,43
162271,37
162272,16
162273,23
162274,73
162275,14
162276,65
162277,46
162278,29
162279,37
162280,20
162281,16
162282,23
162283,16
162284,43
162285,15
162286,18
162287,44
162288,46
162289,20
162290,14
162291,79
162292,16
162293,45
162294,16
162295,45
162296,19
162297,23
162298,43
162299,45
162300,29
162301,21
162302,22
162303,21
162304,15
162305,44
162306,17
162307,58
162308,21
162309,50
162310,23
162311,51
162312,53
162313,37
162314,22
162315,19
162316,37
162317,28
162318,52
162319,22
162320,67
162321,30
162322,23
162323,44
162324,17
162325,15
162326,37
162327,23
162328,23
162329,37
162330,76
162331,44
162332,58
162333,23
162334,57
162335,60
162336,75
162337,45
162338,37
162339,24
162340,43
162341,21
162342,46
162343,37
162344,54
162345,52
162346,47
162347,22
162348,37
162349,37
162350,44
162351,51
162352,75
162353,67
162354,71
162355,13
162356,44
162357,44
162358,20
162359,24
162360,47
162361,23
162362,57
162363,61
162364,29
162365,44
162366,72
162367,53
162368,30
162369,21
162370,66
162371,38
162372,43
162373,44
162374,14
162375,58
162376,19
162377,43
162378,18
162379,58
162380,52
162381,23
162382,37
162383,45
162384,26
162385,25
162386,23
162387,51
162388,54
162389,37
162390,75
162391,45
162392,37
162393,37
162394,23
162395,40
162396,61
162397,37
162398,48
162399,54
162400,21
162401,58
162402,38
162403,91
162404,44
162405,71
162406,46
162407,29
162408,44
162409,12
162410,24
162411,66
162412,37
162413,62
162414,67
162415,22
162416,56
162417,37
162418,18
162419,79
162420,21
162421,45
162422,22
162423,44
162424,19
162425,13
162426,44
162427,44
162428,56
162429,44
162430,43
162431,75
162432,53
162433,22
162434,53
162435,19
162436,22
162437,53
162438,60
162439,18
162440,53
162441,24
162442,64
162443,84
162444,44
162445,76
162446,44
162447,53
162448,45
162449,20
162450,52
162451,78
162452,78
162453,22
162454,16
162455,22
162456,37
162457,44
162458,24
162459,53
162460,65
162461,65
162462,69
162463,58
162464,44
162465,18
162466,19
162467,75
162468,22
162469,21
162470,38
162471,52
162472,51
162473,24
162474,21
162475,29
162476,75
162477,23
162478,20
162479,24
162480,30
162481,19
162482,44
162483,53
162484,47
162485,51
162486,66
162487,44
162488,64
162489,69
162490,46
162491,38
162492,74
162493,77
162494,44
162495,70
162496,14
162497,56
162498,19
162499,45
162500,13
162501,52
162502,75
162503,23
162504,23
162505,39
162506,56
162507,44
162508,75
162509,50
162510,19
162511,58
162512,22
162513,31
162514,38
162515,70
162516,18
162517,39
162518,47
162519,54
162520,16
162521,16
162522,17
162523,22
162524,67
162525,70
162526,75
162527,71
162528,38
162529,53
162530,13
162531,24
162532,21
162533,54
162534,75
162535,16
162536,44
162537,25
162538,38
162539,57
162540,20
162541,15
162542,59
162543,41
162544,56
162545,61
162546,46
162547,44
162548,36
162549,57
162550,20
162551,38
162552,21
162553,25
162554,46
162555,47
162556,48
162557,20
162558,30
162559,23
162560,53
162561,14
162562,35
162563,38
162564,68
162565,21
162566,22
162567,72
162568,61
162569,44
162570,44
162571,63
162572,23
162573,18
162574,17
162575,38
162576,24
162577,38
162578,44
162579,68
162580,46
162581,19
162582,30
162583,23
162584,38
162585,24
162586,68
162587,44
162588,69
162589,16
162590,54
162591,55
162592,48
162593,44
162594,21
162595,56
162596,54
162597,49
162598,20
162599,25
162600,23
162601,22
162602,21
162603,72
162604,58
162605,49
162606,55
162607,38
162608,36
162609,22
162610,14
162611,53
162612,18
162613,57
162614,46
162615,75
162616,19
162617,15
162618,44
162619,63
162620,49
162621,44
162622,75
162623,53
162624,22
162625,44
162626,38
162627,30
162628,38
162629,22
162630,23
162631,23
162632,58
162633,44
162634,18
162635,19
162636,52
162637,21
162638,46
162639,39
162640,59
162641,44
162642,20
162643,59
162644,24
162645,17
162646,24
162647,44
162648,53
162649,25
162650,53
162651,18
162652,59
162653,13
162654,48
162655,75
162656,47
162657,44
162658,47
162659,67
162660,57
162661,21
162662,44
162663,72
162664,44
162665,25
162666,63
162667,24
162668,22
162669,24
162670,18
162671,53
162672,15
162673,58
162674,19
162675,46
162676,25
162677,21
162678,50
162679,22
162680,19
162681,40
162682,24
162683,72
162684,19
162685,44
162686,75
162687,20
162688,20
162689,17
162690,21
162691,14
162692,46
162693,30
162694,39
162695,46
162696,40
162697,24
162698,47
162699,45
162700,58
162701,23
162702,45
162703,44
162704,30
162705,38
162706,38
162707,16
162708,57
162709,23
162710,21
162711,23
162712,57
162713,79
162714,56
162715,19
162716,22
162717,17
162718,30
162719,54
162720,44
162721,38
162722,20
162723,38
162724,75
162725,52
162726,44
162727,38
162728,20
162729,70
162730,52
162731,47
162732,48
162733,44
162734,24
162735,17
162736,75
162737,79
162738,16
162739,48
162740,44
162741,22
162742,25
162743,22
162744,48
162745,66
162746,57
162747,44
162748,54
162749,30
162750,72
162751,53
162752,67
162753,47
162754,22
162755,30
162756,19
162757,13
162758,57
162759,53
162760,44
162761,30
162762,53
162763,66
162764,21
162765,22
162766,44
162767,58
162768,27
162769,46
162770,17
162771,23
162772,48
162773,70
162774,85
162775,43
162776,46
162777,66
162778,44
162779,31
162780,57
162781,51
162782,24
162783,24
162784,44
162785,14
162786,25
162787,52
162788,17
162789,12
162790,46
162791,24
162792,44
162793,89
162794,38
162795,47
162796,21
162797,59
162798,42
162799,69
162800,44
162801,38
162802,46
162803,38
162804,59
162805,60
162806,23
162807,75
162808,44
162809,25
162810,55
162811,75
162812,44
162813,54
162814,52
162815,23
162816,52
162817,53
162818,54
162819,17
162820,69
162821,75
162822,59
162823,66
162824,88
162825,45
162826,66
162827,23
162828,54
162829,25
162830,48
162831,59
162832,44
162833,44
162834,54
162835,23
162836,53
162837,53
162838,44
162839,21
162840,63
162841,38
162842,53
162843,38
162844,66
162845,71
162846,53
162847,38
162848,60
162849,15
162850,13
162851,75
162852,59
162853,46
162854,62
162855,44
162856,17
162857,73
162858,54
162859,18
162860,75
162861,20
162862,60
162863,38
162864,25
162865,15
162866,22
162867,59
162868,66
162869,67
162870,59
162871,63
162872,48
162873,75
162874,24
162875,79
162876,53
162877,80
162878,30
162879,46
162880,19
162881,59
162882,54
162883,54
162884,46
162885,75
162886,75
162887,23
162888,21
162889,16
162890,65
162891,23
162892,75
162893,48
162894,15
162895,40
162896,18
162897,23
162898,38
162899,57
162900,37
162901,38
162902,38
162903,43
162904,23
162905,37
162906,24
162907,57
162908,75
162909,38
162910,42
162911,44
162912,21
162913,24
162914,23
162915,75
162916,21
162917,17
162918,63
162919,20
162920,62
162921,52
162922,65
162923,55
162924,48
162925,52
162926,23
162927,75
162928,20
162929,17
162930,75
162931,37
162932,41
162933,19
162934,55
162935,14
162936,52
162937,43
162938,38
162939,48
162940,13
162941,69
162942,38
162943,57
162944,37
162945,35
162946,49
162947,44
162948,59
162949,25
162950,18
162951,20
162952,52
162953,23
162954,45
162955,17
162956,23
162957,72
162958,13
162959,20
162960,37
162961,37
162962,13
162963,21
162964,44
162965,48
162966,48
162967,57
162968,48
162969,14
162970,51
162971,23
162972,44
162973,18
162974,24
162975,24
162976,23
162977,15
162978,65
162979,30
162980,45
162981,22
162982,20
162983,52
162984,44
162985,71
162986,24
162987,37
162988,30
162989,53
162990,62
162991,19
162992,56
162993,51
162994,75
162995,62
162996,22
162997,44
162998,63
162999,19
163000,75
163001,24
163002,17
163003,44
163004,51
163005,22
163006,38
163007,43
163008,62
163009,24
163010,23
163011,23
163012,45
163013,46
163014,37
163015,52
163016,20
163017,46
163018,57
163019,54
163020,13
163021,23
163022,24
163023,44
163024,23
163025,23
163026,38
163027,17
163028,38
163029,46
163030,21
163031,24
163032,14
163033,27
163034,24
163035,18
163036,19
163037,13
163038,22
163039,57
163040,44
163041,58
163042,19
163043,14
163044,53
163045,37
163046,21
163047,20
163048,23
163049,24
163050,20
163051,75
163052,23
163053,24
163054,82
163055,20
163056,44
163057,59
163058,51
163059,19
163060,45
163061,20
163062,65
163063,23
163064,58
163065,37
163066,33
163067,24
163068,23
163069,22
163070,51
163071,54
163072,86
163073,20
163074,37
163075,46
163076,52
163077,14
163078,22
163079,15
163080,23
163081,53
163082,51
163083,30
163084,38
163085,23
163086,40
163087,24
163088,48
163089,44
163090,44
163091,44
163092,44
163093,38
163094,46
163095,59
163096,13
163097,44
163098,14
163099,22
163100,61
163101,64
163102,81
163103,53
163104,20
163105,24
163106,56
163107,52
163108,22
163109,37
163110,51
163111,39
163112,54
163113,16
163114,53
163115,58
163116,22
163117,57
163118,63
163119,80
163120,69
163121,44
163122,52
163123,47
163124,62
163125,53
163126,21
163127,30
163128,18
163129,65
163130,43
163131,57
163132,50
163133,65
163134,50
163135,12
163136,57
163137,52
163138,44
163139,44
163140,13
163141,12
163142,13
163143,47
163144,44
163145,30
163146,18
163147,37
163148,45
163149,58
163150,23
163151,14
163152,52
163153,60
163154,14
163155,53
163156,58
163157,39
163158,85
163159,20
163160,52
163161,43
163162,53
163163,20
163164,52
163165,24
163166,17
163167,24
163168,46
163169,53
163170,24
163171,44
163172,30
163173,45
163174,37
163175,37
163176,22
163177,62
163178,58
163179,44
163180,78
163181,60
163182,56
163183,45
163184,39
163185,17
163186,19
163187,75
163188,24
163189,37
163190,53
163191,75
163192,20
163193,46
163194,62
163195,59
163196,44
163197,62
163198,54
163199,72
163200,75
163201,39
163202,78
163203,72
163204,18
163205,45
163206,46
163207,69
163208,20
163209,44
163210,23
163211,44
163212,17
163213,16
163214,46
163215,44
163216,58
163217,63
163218,23
163219,44
163220,45
163221,45
163222,88
163223,44
163224,75
163225,21
163226,52
163227,38
163228,22
163229,37
163230,73
163231,23
163232,58
163233,17
163234,62
163235,17
163236,16
163237,39
163238,12
163239,63
163240,19
163241,54
163242,25
163243,18
163244,77
163245,79
163246,24
163247,53
163248,17
163249,62
163250,22
163251,48
163252,58
163253,44
163254,62
163255,23
163256,18
163257,16
163258,38
163259,24
163260,69
163261,47
163262,79
163263,19
163264,37
163265,30
163266,null
163267,null
163268,null
163269,null
163270,null
163271,27
163272,null
163273,null
163274,54
163275,35
163276,38
163277,39
163278,60
163279,63
163280,64
163281,53
163282,35
163283,47
163284,49
163285,19
163286,58
163287,68
163288,36
163289,60
163290,50
163291,66
163292,68
163293,51
163294,43
163295,47
163296,55
163297,45
163298,54
163299,50
163300,30
163301,51
163302,45
163303,42
163304,56
163305,45
163306,49
163307,49
163308,57
163309,56
163310,39
163311,60
163312,83
163313,55
163314,55
163315,57
163316,58
163317,54
163318,55
163319,65
163320,55
163321,65
163322,53
163323,56
163324,55
163325,42
163326,47
163327,22
163328,48
163329,58
163330,38
163331,55
163332,68
163333,34
163334,47
163335,70
163336,53
163337,27
163338,66
163339,47
163340,54
163341,52
163342,46
163343,74
163344,50
163345,79
163346,51
163347,41
163348,45
163349,55
163350,32
163351,67
163352,36
163354,74
163355,46
163356,42
163357,60
163358,54
163359,59
163360,53
163361,50
163362,66
163363,56
163364,53
163365,48
163366,55
163367,58
163368,25
163369,52
163370,39
163371,15
163372,48
163373,48
163374,48
163375,59
163376,52
163377,68
163378,49
163379,60
163380,48
163381,54
163382,36
163383,40
163384,34
163385,51
163386,22
163387,42
163388,56
163389,45
163390,66
163391,59
163392,78
163393,57
163394,72
163395,54
163396,88
163397,66
163398,54
163399,52
163400,62
163401,57
163402,58
163403,47
163404,51
163405,47
163406,58
163407,51
163408,56
163409,58
163410,70
163411,80
163412,48
163413,56
163414,44
163415,72
163416,57
163417,44
163418,49
163419,45
163420,27
163421,28
163422,65
163423,68
163424,56
163425,59
163426,53
163427,53
163428,58
163429,36
163430,49
163431,62
163432,50
163433,59
163434,55
163435,42
163436,51
163437,58
163438,46
163439,69
163440,57
163441,57
163442,46
163443,54
163444,35
163445,40
163446,53
163447,26
163448,57
163449,48
163450,43
163451,54
163452,45
163453,27
163454,47
163455,52
163456,53
163457,54
163458,48
163459,58
163460,65
163461,48
163462,64
163463,56
163464,66
163465,50
163466,67
163467,42
163468,62
163469,38
163470,42
163471,45
163472,45
163473,48
163474,56
163475,57
163476,43
163477,37
163478,18
163479,53
163480,14
163481,52
163482,56
163483,60
163484,57
163485,63
163486,56
163487,45
163488,53
163489,45
163490,61
163491,43
163492,63
163493,31
163494,45
163495,55
163496,58
163497,59
163498,58
163499,50
163500,51
163501,30
163502,52
163503,47
163504,45
163505,50
163506,36
163507,62
163508,61
163509,41
163510,53
163511,29
163512,33
163513,50
163514,52
163515,58
163516,45
163517,57
163518,50
163519,35
163520,40
163521,58
163522,50
163523,73
163524,51
163525,51
163526,62
163527,43
163528,45
163529,52
163530,51
163531,39
163532,33
163533,58
163534,45
163535,63
163536,68
163537,59
163538,39
163539,51
163540,64
163541,56
163542,58
163543,45
163544,58
163545,42
163546,49
163547,57
163548,55
163549,51
163550,19
163551,39
163552,22
163553,19
163554,48
163555,46
163556,51
163557,57
163558,57
163559,51
163560,54
163561,45
163562,50
163563,59
163564,50
163565,45
163566,50
163567,50
163568,21
163569,59
163570,52
163571,68
163572,51
163573,60
163574,38
163575,48
163576,46
163577,25
163578,47
163579,33
163580,58
163581,46
163582,27
163583,32
163584,49
163585,47
163586,55
163587,60
163588,58
163589,56
163590,25
163591,40
163592,29
163593,59
163594,56
163595,33
163596,42
163597,45
163598,58
163599,44
163600,36
163601,42
163602,50
163603,52
163604,66
163605,20
163606,58
163607,50
163608,49
163609,56
163610,53
163611,44
163613,18
163614,37
163615,36
163616,47
163617,39
163618,53
163619,57
163620,41
163621,40
163622,43
163623,57
163624,42
163625,53
163626,57
163627,50
163628,49
163629,49
163630,29
163631,50
163632,45
163633,39
163634,36
163635,42
163636,56
163637,51
163638,48
163639,51
163640,35
163641,52
163642,51
163643,43
163644,41
163645,31
163646,40
163647,44
163648,43
163649,40
163650,23
163651,35
163652,56
163653,46
163654,45
163655,20
163656,46
163657,55
163658,51
163659,51
163660,21
163661,52
163662,37
163663,52
163664,51
163665,51
163666,44
163667,18
163668,59
163669,38
163670,50
163671,49
163672,56
163673,49
163674,44
163675,33
163676,57
163677,55
163678,43
163679,44
163680,50
163681,63
163682,25
163683,55
163684,60
163685,49
163686,46
163687,38
163688,47
163689,28
163690,45
163691,45
163692,49
163693,53
163694,41
163695,21
163696,43
163697,43
163698,46
163699,52
163700,44
163701,31
163702,14
163703,55
163704,46
163705,58
163706,22
163707,35
163708,21
163709,null
163710,null
163711,null
163712,13
163713,40
163714,17
163715,null
163716,56
163717,28
163718,47
163719,50
163720,43
163721,null
163722,null
163723,null
163724,54
163725,31
163726,null
163727,null
163728,52
163729,44
163730,null
163731,null
163732,28
163733,49
163734,53
163735,48
163736,51
163737,56
163738,25
163739,42
163740,49
163741,58
163742,58
163743,50
163744,51
163745,44
163746,45
163747,43
163748,51
163749,null
163750,null
163751,null
163752,59
163753,48
163754,46
163755,36
163756,57
163757,null
163758,null
163759,79
163760,null
163761,25
163762,68
163763,null
163764,58
163765,null
163766,null
163767,43
163768,57
163769,null
163770,57
163771,null
163772,44
163773,null
163774,null
163775,null
163776,58
163777,53
163778,null
163779,58
163780,51
163781,null
163782,null
163783,51
163784,45
163785,41
163786,44
163787,56
163788,60
163789,46
163790,28
163791,47
163792,null
163793,58
163794,41
163795,null
163796,null
163797,67
163798,48
163799,null
163800,51
163801,39
163802,54
163803,50
163804,null
163805,null
163806,null
163807,null
163808,56
163809,49
163810,null
163811,50
163812,43
163813,38
163814,57
163815,47
163816,40
163817,null
163818,56
163819,56
163820,46
163821,null
163822,null
163823,37
163824,51
163825,16
163826,null
163827,null
163828,54
163829,28
163830,44
163831,53
163832,null
163833,null
163834,null
163835,null
163836,null
163837,null
163838,58
163839,54
163840,38
163841,49
163842,51
163843,39
163844,44
163845,null
163846,56
163847,null
163848,38
163849,50
163850,57
163851,58
163852,22
163853,52
163854,55
163855,null
163856,null
163857,60
163858,null
163859,56
163860,35
163861,44
163862,51
163863,66
163864,52
163865,null
163866,53
163867,56
163868,null
163869,40
163870,52
163871,null
163872,51
163873,37
163874,null
163875,56
163876,null
163877,47
163878,null
163879,null
163880,null
163881,28
163882,46
163883,59
163884,55
163885,63
163886,54
163887,54
163888,null
163889,50
163890,58
163891,58
163892,56
163893,53
163894,40
163895,57
163896,55
163897,41
163898,null
163899,43
163900,43
163901,49
163902,43
163903,50
163904,28
163905,39
163906,58
163907,49
163908,null
163909,51
163910,51
163911,41
163912,null
163913,39
163914,53
163915,null
163916,41
163917,45
163918,55
163919,null
163920,null
163921,54
163922,32
163923,51
163924,47
163925,null
163926,38
163927,52
163928,null
163929,43
163930,63
163931,48
163932,43
163933,54
163934,37
163935,55
163936,56
163937,51
163938,54
163939,null
163940,59
163941,62
163942,61
163943,53
163944,41
163945,60
163946,51
163947,null
163948,57
163949,65
163950,41
163951,40
163952,35
163953,48
163954,33
163955,51
163956,25
163957,52
163958,41
163959,48
163960,47
163961,47
163962,41
163963,48
163964,49
163965,57
163966,null
163967,43
163968,40
163969,null
163970,null
163971,45
163972,62
163973,46
163974,55
163975,45
163976,39
163977,69
163978,null
163979,null
163980,null
163981,67
163982,69
163983,57
163984,55
163985,null
163986,40
163987,35
163988,null
163989,52
163990,null
163991,41
163992,63
163993,47
163994,null
163995,56
163996,46
163997,29
163998,null
163999,44
164000,56
164001,43
164002,58
164003,55
164004,null
164005,50
164006,52
164007,null
164008,null
164009,82
164010,44
164011,37
164012,62
164013,38
164014,42
164015,54
164016,56
164017,59
164018,54
164019,56
164020,90
164021,null
164022,null
164023,60
164024,63
164025,59
164026,63
164027,null
164028,56
164029,65
164030,null
164031,null
164032,null
164033,52
164034,28
164035,76
164036,50
164037,51
164038,53
164039,54
164040,26
164041,65
164042,null
164043,41
164044,49
164045,69
164046,null
164047,null
164048,56
164049,52
164050,null
164051,null
164052,null
164053,28
164054,33
164055,null
164056,76
164057,48
164058,40
164059,39
164060,null
164061,49
164062,null
164063,null
164064,null
164065,null
164066,47
164067,null
164068,59
164069,null
164070,28
164071,37
164072,42
164073,51
164074,25
164075,36
164076,52
164077,40
164078,49
164079,32
164080,53
164081,34
164082,31
164083,40
164084,51
164085,18
164086,36
164087,39
164088,45
164089,54
164090,46
164091,39
164092,57
164093,55
164094,32
164095,50
164096,25
164097,15
164098,48
164099,53
164100,43
164101,33
164102,39
164103,44
164104,43
164105,37
164106,34
