card_id,api_player_id,player_name,season,position_pool,rt,band
133713,18843,J. Schlupp,1718,FB,61,Very Good
133714,18863,S. Cook,1718,CB,70,Excellent
133715,18962,S. Duffy,1718,CB,67,Very Good
133716,19156,S. Field,1718,Winger,39,Okay
133717,19184,Thomas James Carroll,1718,CM,56,Good
133718,19496,T. Edwards,1718,CB,59,Very Good
133719,19505,T. Ince,1718,CM,51,Good
133720,18935,A. McCarthy,1718,GK,61,Very Good
133721,18940,J. Stephens,1718,CB,64,Very Good
133722,19016,C. Chambers,1718,CB,60,Very Good
133723,19164,M. Phillips,1718,CM,57,Good
133724,19503,S. Clucas,1718,CM,59,Very Good
133725,19513,S. Vokes,1718,ST,58,Very Good
133726,182,H. Winks,1718,CM,53,Good
133727,894,A. Young,1718,FB,71,Excellent
133728,1747,S. Arfield,1718,CDM,58,Very Good
133729,3428,J. Ayew,1718,ST,66,Very Good
133730,18779,H. Choudhury,1718,Winger,35,Okay
133731,19049,J. Hogg,1718,CM,63,Very Good
133732,19058,E. Kachunga,1718,CAM,38,Okay
133733,1456,A. Maitland-Niles,1718,CB,58,Very Good
133734,18781,D. Gray,1718,Winger,50,Good
133735,18803,N. Chalobah,1718,CM,52,Good
133736,18805,A. Doucouré,1718,CM,76,Excellent
133737,18837,J. Speroni,1718,GK,49,Good
133738,18917,B. Mee,1718,CB,67,Very Good
133739,18966,Bruno Saltor,1718,CB,62,Very Good
133740,19135,I. Brown,1718,CAM,14,Poor
133741,19325,N. Dyer,1718,Winger,26,Poor
133742,19332,W. Routledge,1718,Winger,19,Poor
133743,18774,W. Morgan,1718,CB,63,Very Good
133744,18864,Charlie John Daniels,1718,CB,63,Very Good
133745,18865,S. Francis,1718,FB,69,Excellent
133746,18879,Andrew Surman,1718,Winger,67,Very Good
133747,18977,D. Stephens,1718,Winger,49,Good
133748,18982,G. Murray,1718,ST,78,Excellent
133749,19303,Benjamin Watson,1718,CM,50,Good
133750,19423,Marc Pugh,1718,CDM,53,Good
133751,19575,G. Cameron,1718,CB,63,Very Good
133752,642,S. Agüero,1718,Winger,90,Elite
133753,1447,Nacho Monreal,1718,CB,76,Excellent
133754,1742,G. McAuley,1718,CB,59,Very Good
133755,18796,Daryl Janmaat,1718,CB,64,Very Good
133756,18818,P. Zabaleta,1718,CDM,69,Excellent
133757,18919,Stephen Robert Ward,1718,FB,66,Very Good
133758,19154,C. Brunt,1718,CM,65,Very Good
133759,19168,Thomas Henry Alex Robson-Kanu,1718,ST,40,Okay
133760,19304,Claudio Ariel Yacob,1718,CM,56,Good
133761,19500,Ashley Williams,1718,CB,60,Very Good
133762,19501,Charles Graham Adam,1718,CM,51,Good
133763,19722,J. Collins,1718,CB,60,Very Good
133764,90489,P. Mertesacker,1718,CB,54,Good
133765,893,A. Valencia,1718,FB,63,Very Good
133766,1436,Petr Čech,1718,GK,75,Excellent
133767,2921,M. Dembélé,1718,CDM,64,Very Good
133768,3398,G. Bong,1718,FB,62,Very Good
133769,18773,C. Fuchs,1718,FB,67,Very Good
133770,18789,Gomes,1718,GK,68,Excellent
133771,18923,S. Defour,1718,Winger,45,Good
133772,18980,J. Izquierdo,1718,CAM,64,Very Good
133773,19054,Daniel Williams,1718,CM,54,Good
133774,19148,K. Gibbs,1718,CB,61,Very Good
133775,19504,Darren  Fletcher,1718,CDM,45,Good
133776,19747,C. Quaner,1718,Winger,46,Good
133777,25454,M. Suttner,1718,CB,56,Good
133778,53466,Leon Britton,1718,CDM,45,Good
133779,167,D. Rose,1718,CB,58,Very Good
133780,1758,J. Defoe,1718,ST,57,Good
133781,18757,L. Baines,1718,CB,69,Excellent
133782,18793,C. Cathcart,1718,CB,55,Good
133783,18840,M. Kelly,1718,CB,55,Good
133784,18874,D. Gosling,1718,CDM,63,Very Good
133785,18887,R. Elliot,1718,GK,58,Very Good
133786,18928,P. Crouch,1718,ST,63,Very Good
133787,19020,Alfie Mawson,1718,FB,65,Very Good
133788,19153,G. Barry,1718,CM,54,Good
133789,19498,R. Shawcross,1718,CB,66,Very Good
133790,90488,Y. Cabaye,1718,Winger,37,Okay
133791,90491,G. Johnson,1718,CB,51,Good
133792,286,J. Matip,1718,CB,68,Excellent
133793,2991,C. Kouyaté,1718,CDM,65,Very Good
133794,12753,M. Fellaini,1718,Winger,56,Good
133795,18777,M. Albrighton,1718,CDM,73,Excellent
133796,18787,S. Okazaki,1718,ST,68,Excellent
133797,18844,J. Tomkins,1718,FB,68,Excellent
133798,18975,D. Pröpper,1718,CM,58,Very Good
133799,19018,T. Fosu-Mensah,1718,FB,64,Very Good
133800,19056,L. Depoitre,1718,Winger,63,Very Good
133801,19160,J. Livermore,1718,CM,56,Good
133802,19217,A. King,1718,Winger,50,Good
133803,19593,T. Hemed,1718,ST,51,Good
133804,42246,W. Bony,1718,ST,41,Okay
133805,181,V. Wanyama,1718,CDM,64,Very Good
133806,18775,D. Simpson,1718,CB,61,Very Good
133807,18802,É. Capoue,1718,CM,60,Very Good
133808,18808,T. Deeney,1718,ST,62,Very Good
133809,18876,Jordon Ibe,1718,Winger,61,Very Good
133810,18898,M. Diamé,1718,CDM,66,Very Good
133811,18971,B. Kayal,1718,CM,52,Good
133812,19044,C. Löwe,1718,CB,63,Very Good
133813,19045,C. Schindler,1718,CB,71,Excellent
133814,19046,T. Smith,1718,FB,62,Very Good
133815,25294,K. Stafylidis,1718,CB,58,Very Good
133816,170,J. Vertonghen,1718,FB,70,Excellent
133817,18772,J. Evans,1718,FB,65,Very Good
133818,18847,J. Ward,1718,CB,62,Very Good
133819,18896,Javier Manquillo,1718,CB,58,Very Good
133820,18922,J. Cork,1718,CDM,63,Very Good
133821,18924,J. Hendrick,1718,ST,57,Good
133822,18932,F. Forster,1718,GK,64,Very Good
133823,19147,C. Dawson,1718,CB,66,Very Good
133824,19318,K. Naughton,1718,CB,67,Very Good
133825,21383,E. Pieters,1718,FB,66,Very Good
133826,162,T. Alderweireld,1718,CB,55,Good
133827,645,R. Sterling,1718,Winger,90,Elite
133828,2726,K. Zouma,1718,FB,69,Excellent
133829,18798,A. Mariappa,1718,FB,64,Very Good
133830,18829,Jack Wilshere,1718,CM,58,Very Good
133831,18836,W. Hennessey,1718,GK,72,Excellent
133832,19166,D. Gayle,1718,ST,68,Excellent
133833,90497,W. Reid,1718,CB,59,Very Good
133834,1699,Iborra,1718,Winger,56,Good
133835,2053,Roque Mesa,1718,CAM,25,Poor
133836,2790,J. Guðmunds­son,1718,Winger,64,Very Good
133837,2795,G. Sigurðsson,1718,CM,69,Excellent
133838,3106,S. Berahino,1718,ST,27,Poor
133839,18819,M. Antonio,1718,Winger,51,Good
133840,18907,Joselu,1718,ST,55,Good
133841,19150,M. Holgate,1718,FB,59,Very Good
133842,19246,R. van La Parra,1718,Winger,46,Good
133843,19502,J. Allen,1718,CM,68,Excellent
133844,25374,K. Wimmer,1718,CB,61,Very Good
133845,37146,C. Martina,1718,CB,63,Very Good
133846,481,G. Krychowiak,1718,Winger,44,Okay
133847,2727,J. Lössl,1718,GK,75,Excellent
133848,16821,Ramadan Sobhi,1718,CAM,49,Good
133849,18831,A. Carroll,1718,ST,49,Good
133850,18842,M. Sakho,1718,FB,62,Very Good
133851,18856,B. Sako,1718,ST,50,Good
133852,18952,C. Austin,1718,ST,67,Very Good
133853,19339,L. Narsingh,1718,Winger,31,Okay
133854,283,T. Alexander-Arnold,1718,FB,62,Very Good
133855,287,D. Lovren,1718,FB,66,Very Good
133856,531,D. Blind,1718,CB,48,Good
133857,622,Aymeric Laporte,1718,CB,58,Very Good
133858,909,M. Rashford,1718,Winger,76,Excellent
133859,1439,Héctor Bellerín,1718,CDM,68,Excellent
133860,2280,César Azpilicueta,1718,CB,75,Excellent
133861,2282,A. Christensen,1718,FB,66,Very Good
133862,2461,S. Rondón,1718,ST,69,Excellent
133863,18794,Kiko Femenía,1718,FB,65,Very Good
133864,18812,Adrián,1718,GK,62,Very Good
133865,18895,F. Lejeune,1718,FB,66,Very Good
133866,18906,Ayoze Pérez,1718,ST,76,Excellent
133867,18949,Oriol Romeu,1718,CM,63,Very Good
133868,47407,A. Nyom,1718,CB,64,Very Good
133869,175,E. Dier,1718,CB,67,Very Good
133870,184,H. Kane,1718,ST,92,Elite
133871,375,C. Mbemba,1718,CB,60,Very Good
133872,730,T. Courtois,1718,GK,75,Excellent
133873,968,A. Dragović,1718,FB,61,Very Good
133874,1124,O. Burke,1718,ST,37,Okay
133875,2735,P. Højbjerg,1718,CM,57,Good
133876,2886,J. Hernández,1718,ST,69,Excellent
133877,2999,J. Bednarek,1718,FB,47,Good
133878,18970,P. Groß,1718,ST,82,Exceptional
133879,19043,T. Kongolo,1718,CB,67,Very Good
133880,19322,M. van der Hoorn,1718,CB,64,Very Good
133881,19497,B. Martins Indi,1718,CB,60,Very Good
133882,159,H. Lloris,1718,GK,75,Excellent
133883,186,Son Heung-Min,1718,Winger,85,World Class
133884,275,E. Choupo-Moting,1718,ST,68,Excellent
133885,282,S. Mignolet,1718,GK,62,Very Good
133886,302,Roberto Firmino,1718,Winger,87,World Class
133887,635,R. Mahrez,1718,Winger,86,World Class
133888,1440,R. Holding,1718,FB,63,Very Good
133889,2710,S. Boufal,1718,ST,50,Good
133890,2928,C. Benteke,1718,ST,61,Very Good
133891,18900,Ki Sung-Yueng,1718,CM,58,Very Good
133892,18915,K. Long,1718,CB,65,Very Good
133893,18926,A. Westwood,1718,Winger,35,Okay
133894,304,S. Mané,1718,Winger,83,Exceptional
133895,903,S. McTominay,1718,CAM,25,Poor
133896,1467,A. Lacazette,1718,ST,85,World Class
133897,2675,José Fonte,1718,CB,59,Very Good
133898,2728,K. Schmeichel,1718,GK,75,Excellent
133899,2930,J. Butland,1718,GK,75,Excellent
133900,19319,M. Olsson,1718,FB,59,Very Good
133901,288,Alberto Moreno,1718,CB,63,Very Good
133902,629,K. De Bruyne,1718,CM,88,World Class
133903,842,N. Vlašić,1718,CM,45,Good
133904,887,M. Darmian,1718,FB,55,Good
133905,902,N. Matić,1718,CM,63,Very Good
133906,910,A. Sánchez,1718,ST,55,Good
133907,1442,S. Kolašinac,1718,Winger,70,Excellent
133908,1457,H. Mkhitaryan,1718,CAM,65,Very Good
133909,2286,D. Zappacosta,1718,Winger,46,Good
133910,2292,R. Loftus-Cheek,1718,CAM,62,Very Good
133911,2299,Pedro,1718,ST,59,Very Good
133912,18788,J. Vardy,1718,ST,87,World Class
133913,18792,M. Britos,1718,CB,57,Good
133914,18797,C. Kabasele,1718,CB,66,Very Good
133915,114,Adrien Silva,1718,Winger,35,Okay
133916,2475,R. Pereyra,1718,CM,71,Excellent
133917,18795,José Holebas,1718,CB,62,Very Good
133918,18801,S. Prödl,1718,CB,61,Very Good
133919,18809,Deulofeu,1718,ST,31,Okay
133920,18830,M. Arnautović,1718,ST,84,Exceptional
133921,18882,L. Mousset,1718,ST,41,Okay
133922,18893,F. Fernández,1718,CB,64,Very Good
133923,18908,J. Hart,1718,GK,62,Very Good
133924,30405,E. Fernandes,1718,CM,55,Good
133925,30462,M. Gabbiadini,1718,ST,59,Very Good
133926,30550,Ragnar Klavan,1718,FB,59,Very Good
133927,30743,E. Schelotto,1718,CB,57,Good
133928,174,C. Eriksen,1718,CAM,86,World Class
133929,176,E. Lamela,1718,CDM,61,Very Good
133930,300,G. Wijnaldum,1718,CM,56,Good
133931,307,X. Shaqiri,1718,Winger,83,Exceptional
133932,513,Renato Sanches,1718,CM,47,Good
133933,864,E. Can,1718,CM,68,Excellent
133934,892,C. Smalling,1718,CB,70,Excellent
133935,904,P. Pogba,1718,CM,83,Exceptional
133936,1459,A. Ramsey,1718,Winger,83,Exceptional
133937,1465,P. Aubameyang,1718,ST,80,Exceptional
133938,1635,T. Bakayoko,1718,Winger,57,Good
133939,2278,Marcos Alonso,1718,CDM,80,Exceptional
133940,2285,A. Rüdiger,1718,CB,61,Very Good
133941,2295,O. Giroud,1718,ST,49,Good
133942,2741,M. Ryan,1718,GK,75,Excellent
133943,18824,Pedro Obiang,1718,CM,61,Very Good
133944,18944,M. Yoshida,1718,FB,64,Very Good
133945,47430,W. Hoedt,1718,FB,67,Very Good
133946,147,Philippe Coutinho,1718,CAM,80,Exceptional
133947,313,D. Ospina,1718,GK,28,Poor
133948,618,Danilo,1718,CB,70,Excellent
133949,624,N. Otamendi,1718,FB,68,Excellent
133950,640,Fernandinho,1718,CDM,73,Excellent
133951,890,M. Rojo,1718,CB,55,Good
133952,898,Ander Herrera,1718,CM,59,Very Good
133953,2283,David Luiz,1718,CB,61,Very Good
133954,2294,Willian,1718,ST,76,Excellent
133955,18760,J. Kenny,1718,FB,62,Very Good
133956,18806,W. Hughes,1718,CAM,63,Very Good
133957,18902,Kenedy,1718,Winger,49,Good
133958,168,D. Sánchez,1718,FB,,
133959,554,D. Tadić,1718,Winger,65,Very Good
133960,617,Ederson,1718,GK,,
133961,633,İ. Gündoğan,1718,CM,65,Very Good
133962,644,L. Sané,1718,ST,88,World Class
133963,2290,N. Kanté,1718,CM,63,Very Good
133964,3395,S. Mounié,1718,ST,67,Very Good
133965,18768,C. Tosun,1718,ST,59,Very Good
133966,18786,W. Ndidi,1718,Winger,,
133967,18947,M. Lemina,1718,CM,62,Very Good
133968,19042,F. Hadërgjonaj,1718,FB,,
133969,19149,Ahmed Hegazy,1718,FB,68,Excellent
133970,47311,Mikel Merino,1718,CAM,46,Good
133971,50101,F. Diabaté,1718,CAM,,
133972,172,D. Alli,1718,CAM,86,World Class
133973,297,A. Oxlade-Chamberlain,1718,CM,56,Good
133974,451,B. Ndiaye,1718,Winger,55,Good
133975,1452,Mohamed Elneny,1718,CM,,
133976,1458,M. Özil,1718,ST,78,Excellent
133977,1972,L. Karius,1718,GK,,
133978,2288,Daniel Noel Drinkwater,1718,CAM,39,Okay
133979,2927,M. Batshuayi,1718,Winger,48,Good
133980,3423,C. Atsu,1718,CM,58,Very Good
133981,18764,M. Schneiderlin,1718,CM,59,Very Good
133982,18816,A. Masuaku,1718,Winger,,
133983,18854,A. Townsend,1718,ST,61,Very Good
133984,18904,J. Shelvey,1718,Winger,56,Good
133985,19051,A. Pritchard,1718,CM,48,Good
133986,30801,M. Zeegelaar,1718,CB,58,Very Good
133987,163,S. Aurier,1718,CB,67,Very Good
133988,885,E. Bailly,1718,FB,64,Very Good
133989,901,Mata,1718,CM,71,Excellent
133990,1370,A. Ayew,1718,ST,,
133991,3032,B. Afobe,1718,ST,21,Poor
133992,3247,W. Zaha,1718,ST,75,Excellent
133993,3421,D. Amartey,1718,CB,55,Good
133994,8492,A. Sørloth,1718,Winger,,
133995,18845,P. van Aanholt,1718,CB,74,Excellent
133996,18881,J. King,1718,ST,72,Excellent
133997,18925,A. Lennon,1718,Winger,44,Okay
133998,18948,N. Redmond,1718,CM,56,Good
133999,19009,O. Niasse,1718,ST,74,Excellent
134000,19326,L. Fer,1718,CM,60,Very Good
134001,19511,M. Diouf,1718,ST,63,Very Good
134002,59,Álvaro Morata,1718,ST,84,Exceptional
134003,206,João Mário,1718,ST,55,Good
134004,1347,V. Moses,1718,CDM,67,Very Good
134005,1432,Y. Bolasie,1718,CAM,31,Okay
134006,1585,Jesé,1718,ST,38,Okay
134007,2731,M. Jørgensen,1718,FB,,
134008,18897,D. Yedlin,1718,FB,,
134009,19194,T. Abraham,1718,ST,59,Very Good
134010,30816,S. Okaka,1718,Winger,39,Okay
134011,164,B. Davies,1617,FB,65,Very Good
134012,289,A. Robertson,1617,CB,61,Very Good
134013,290,V. van Dijk,1617,FB,69,Excellent
134014,626,J. Stones,1617,CB,66,Very Good
134015,643,Gabriel Jesus,1617,ST,72,Excellent
134016,1443,Laurent Koscielny,1617,CB,69,Excellent
134017,1749,S. Davis,1617,CDM,59,Very Good
134018,2932,J. Pickford,1617,GK,75,Excellent
134019,2933,B. Chilwell,1617,FB,63,Very Good
134020,2934,M. Keane,1617,FB,66,Very Good
134021,18758,S. Coleman,1617,CB,75,Excellent
134022,18862,N. Clyne,1617,CB,62,Very Good
134023,18869,A. Smith,1617,CB,69,Excellent
134024,18872,L. Cook,1617,Winger,45,Good
134025,19407,D. Marshall,1617,GK,58,Very Good
134026,169,K. Trippier,1617,CB,64,Very Good
134027,296,J. Milner,1617,FB,79,Excellent
134028,891,L. Shaw,1617,FB,56,Good
134029,1464,G. Xhaka,1617,CM,60,Very Good
134030,1469,D. Welbeck,1617,ST,52,Good
134031,2287,R. Barkley,1617,CM,80,Exceptional
134032,2931,T. Heaton,1617,GK,75,Excellent
134033,2935,H. Maguire,1617,CB,69,Excellent
134034,2936,J. Tarkowski,1617,FB,61,Very Good
134035,2990,I. Gueye,1617,CM,65,Very Good
134036,18753,Adama Traoré,1617,Winger,31,Okay
134037,18941,M. Targett,1617,FB,56,Good
134038,19179,T. Mings,1617,FB,53,Good
134039,292,J. Henderson,1617,CM,63,Very Good
134040,627,K. Walker,1617,CB,67,Very Good
134041,1455,A. Iwobi,1617,CAM,58,Very Good
134042,2281,Gary Cahill,1617,CB,74,Excellent
134043,2938,J. Ward-Prowse,1617,CM,72,Excellent
134044,2939,C. Wilson,1617,ST,62,Very Good
134045,2997,Ł. Fabiański,1617,GK,75,Excellent
134046,18766,D. Calvert-Lewin,1617,ST,31,Okay
134047,18826,Mark Noble,1617,CDM,62,Very Good
134048,18927,A. Barnes,1617,ST,66,Very Good
134049,19182,A. Tuanzebe,1617,FB,50,Good
134050,19287,S. Byram,1617,FB,61,Very Good
134051,54,Diego Costa,1617,Winger,90,Elite
134052,882,David de Gea,1617,GK,75,Excellent
134053,888,P. Jones,1617,CB,65,Very Good
134054,900,J. Lingard,1617,CAM,52,Good
134055,907,R. Lukaku,1617,ST,91,Elite
134056,2473,M. Lanzini,1617,ST,77,Excellent
134057,18762,T. Davies,1617,CAM,62,Very Good
134058,18839,S. Dann,1617,CB,67,Very Good
134059,18849,J. McArthur,1617,CM,72,Excellent
134060,18852,L. Milivojević,1617,CAM,49,Good
134061,18878,J. Stanislas,1617,CM,80,Exceptional
134062,18916,M. Lowton,1617,CB,69,Excellent
134063,18956,S. Long,1617,ST,51,Good
134064,19052,J. Puncheon,1617,CM,56,Good
134065,108,Cesc Fàbregas,1617,CDM,85,World Class
134066,190,Cédric Soares,1617,CB,63,Very Good
134067,634,David Silva,1617,Winger,76,Excellent
134068,2058,Nolito,1617,Winger,62,Very Good
134069,2275,W. Caballero,1617,GK,59,Very Good
134070,2296,E. Hazard,1617,Winger,87,World Class
134071,18759,P. Jagielka,1617,FB,70,Excellent
134072,18769,T. Walcott,1617,Winger,78,Excellent
134073,18791,B. Foster,1617,GK,75,Excellent
134074,18804,T. Cleverley,1617,CM,47,Good
134075,18828,R. Snodgrass,1617,Winger,52,Good
134076,18912,P. Bardsley,1617,CB,60,Very Good
134077,18936,R. Bertrand,1617,CB,71,Excellent
134078,18996,H. Arter,1617,CDM,66,Very Good
134079,19193,G. Whelan,1617,CM,58,Very Good
134080,22246,L. Koné,1617,CB,64,Very Good
134081,197,A. Ranocchia,1617,FB,66,Very Good
134082,305,D. Origi,1617,Winger,73,Excellent
134083,908,A. Martial,1617,Winger,70,Excellent
134084,1294,V. Fischer,1617,Winger,44,Okay
134085,1448,S. Mustafi,1617,CB,66,Very Good
134086,2778,K. Ịheanachọ,1617,Winger,63,Very Good
134087,18756,M. Stekelenburg,1617,GK,62,Very Good
134088,18817,A. Ogbonna,1617,CB,65,Very Good
134089,18873,R. Fraser,1617,CM,71,Excellent
134090,19286,Y. Benalouane,1617,FB,58,Very Good
134091,19499,J. Tymon,1617,CB,49,Good
134092,46818,Luis Hernández,1617,FB,50,Good
134093,51070,Z. Ibrahimović,1617,ST,88,World Class
134094,179,M. Sissoko,1617,CDM,54,Good
134095,18843,J. Schlupp,1617,CB,63,Very Good
134096,18914,B. Gibson,1617,CB,61,Very Good
134097,18921,R. Brady,1617,CM,54,Good
134098,19169,J. Rodríguez,1617,Winger,65,Very Good
134099,19327,J. Fulton,1617,CAM,27,Poor
134100,19507,J. McClean,1617,CM,55,Good
134101,18813,A. Cresswell,1617,CB,57,Good
134102,18863,S. Cook,1617,FB,69,Excellent
134103,18940,J. Stephens,1617,FB,59,Very Good
134104,19164,M. Phillips,1617,CM,78,Excellent
134105,19184,Thomas James Carroll,1617,CAM,52,Good
134106,19513,S. Vokes,1617,ST,79,Excellent
134107,19016,C. Chambers,1617,FB,56,Good
134108,19127,A. Forshaw,1617,CM,54,Good
134109,19251,A. Fletcher,1617,ST,15,Poor
134110,19503,S. Clucas,1617,CM,60,Very Good
134111,182,H. Winks,1617,CM,50,Good
134112,894,A. Young,1617,CB,57,Good
134113,1747,S. Arfield,1617,CM,51,Good
134114,3428,J. Ayew,1617,Winger,49,Good
134115,18781,D. Gray,1617,Winger,49,Good
134116,18805,A. Doucouré,1617,CAM,38,Okay
134117,18917,B. Mee,1617,CB,68,Excellent
134118,19892,D. Love,1617,CB,58,Very Good
134119,1560,Barragán,1617,FB,69,Excellent
134120,18864,Charlie John Daniels,1617,CB,75,Excellent
134121,18865,S. Francis,1617,FB,66,Very Good
134122,19332,W. Routledge,1617,Winger,59,Very Good
134123,19423,Marc Pugh,1617,CDM,60,Very Good
134124,19583,Àngel Rangel,1617,CB,64,Very Good
134125,19901,L. Gooch,1617,CM,44,Okay
134126,90511,Victor Chinedu Anichebe,1617,ST,47,Good
134127,18774,W. Morgan,1617,FB,64,Very Good
134128,18879,Andrew Surman,1617,CDM,58,Very Good
134129,19232,S. McQueen,1617,CB,60,Very Good
134130,19553,Darron Gibson,1617,CM,49,Good
134131,19575,G. Cameron,1617,Winger,42,Okay
134132,19660,Billy Jones,1617,CB,64,Very Good
134133,19899,L. Cattermole,1617,CM,50,Good
134134,19904,Grant Leadbitter,1617,CM,46,Good
134135,20082,D. Marney,1617,CM,54,Good
134136,81993,J. Walters,1617,ST,60,Very Good
134137,90513,S. Pienaar,1617,Winger,27,Poor
134138,160,M. Vorm,1617,GK,29,Poor
134139,1200,B. Ivanović,1617,CB,57,Good
134140,1447,Nacho Monreal,1617,FB,67,Very Good
134141,1742,G. McAuley,1617,FB,76,Excellent
134142,2859,S. Larsson,1617,CM,52,Good
134143,18796,Daryl Janmaat,1617,FB,62,Very Good
134144,18919,Stephen Robert Ward,1617,FB,66,Very Good
134145,19154,C. Brunt,1617,CM,67,Very Good
134146,19162,James  Morrison,1617,CDM,71,Excellent
134147,19388,George Boyd,1617,CM,56,Good
134148,19548,J. Olsson,1617,FB,54,Good
134149,19996,David  Meyler,1617,CM,38,Okay
134150,35672,L. Ulloa,1617,Winger,31,Okay
134151,72157,I. Afellay,1617,CM,40,Okay
134152,90512,R. Huth,1617,FB,64,Very Good
134153,642,S. Agüero,1617,ST,88,World Class
134154,2921,M. Dembélé,1617,CDM,68,Excellent
134155,18773,C. Fuchs,1617,CB,70,Excellent
134156,18818,P. Zabaleta,1617,CB,67,Very Good
134157,18923,S. Defour,1617,Winger,58,Very Good
134158,19168,Thomas Henry Alex Robson-Kanu,1617,Winger,58,Very Good
134159,19181,N. Taylor,1617,CB,60,Very Good
134160,19252,Rudy Gestede,1617,ST,31,Okay
134161,19304,Claudio Ariel Yacob,1617,CDM,70,Excellent
134162,19500,Ashley Williams,1617,CB,63,Very Good
134163,19501,Charles Graham Adam,1617,CM,57,Good
134164,19722,J. Collins,1617,CB,64,Very Good
134165,81774,J. Ledley,1617,CDM,61,Very Good
134166,90516,Shay Given,1617,GK,31,Okay
134167,893,A. Valencia,1617,CB,64,Very Good
134168,1436,Petr Čech,1617,GK,75,Excellent
134169,1739,Jonathon Patrick Flanagan,1617,CB,54,Good
134170,18789,Gomes,1617,GK,75,Excellent
134171,19021,Håvard Nordtveit,1617,CB,60,Very Good
134172,19148,K. Gibbs,1617,CDM,53,Good
134173,19186,Ahmed El Mohamady,1617,FB,61,Very Good
134174,19498,R. Shawcross,1617,CB,65,Very Good
134175,19504,Darren  Fletcher,1617,CDM,59,Very Good
134176,25237,J. Kirchhoff,1617,CDM,55,Good
134177,53466,Leon Britton,1617,CM,57,Good
134178,69388,D. Delaney,1617,FB,60,Very Good
134179,90514,Joey  Barton,1617,Winger,38,Okay
134180,90515,Víctor Valdés Arribas,1617,GK,73,Excellent
134181,167,D. Rose,1617,CB,67,Very Good
134182,1758,J. Defoe,1617,ST,84,Exceptional
134183,18757,L. Baines,1617,CB,68,Excellent
134184,18928,P. Crouch,1617,Winger,71,Excellent
134185,19020,Alfie Mawson,1617,FB,68,Excellent
134186,19153,G. Barry,1617,CDM,68,Excellent
134187,19238,S. Downing,1617,Winger,56,Good
134188,19289,M. Dawson,1617,CB,64,Very Good
134189,82009,J. Terry,1617,FB,51,Good
134190,90488,Y. Cabaye,1617,CDM,71,Excellent
134191,90490,M. Carrick,1617,Winger,32,Okay
134192,90491,G. Johnson,1617,CB,63,Very Good
134193,90503,Y. Kaboul,1617,FB,56,Good
134194,90519,Ryan Mason,1617,CM,38,Okay
134195,2991,C. Kouyaté,1617,CB,68,Excellent
134196,12753,M. Fellaini,1617,Winger,33,Okay
134197,18777,M. Albrighton,1617,CM,69,Excellent
134198,18787,S. Okazaki,1617,Winger,50,Good
134199,18793,C. Cathcart,1617,FB,63,Very Good
134200,18840,M. Kelly,1617,CB,61,Very Good
134201,18844,J. Tomkins,1617,CB,63,Very Good
134202,18874,D. Gosling,1617,CM,57,Good
134203,19161,J. Montero,1617,Winger,35,Okay
134204,19217,A. King,1617,Winger,38,Okay
134205,19229,D. Randolph,1617,GK,66,Very Good
134206,19233,Daniel Ayala,1617,CB,58,Very Good
134207,42246,W. Bony,1617,ST,41,Okay
134208,90493,Yaya Touré,1617,CDM,67,Very Good
134209,286,J. Matip,1617,CB,67,Very Good
134210,614,C. Bravo,1617,GK,66,Very Good
134211,8465,Dieumerci Mbokani,1617,ST,29,Poor
134212,18775,D. Simpson,1617,CB,61,Very Good
134213,18802,É. Capoue,1617,CM,72,Excellent
134214,18808,T. Deeney,1617,ST,78,Excellent
134215,18857,C. Wickham,1617,ST,42,Okay
134216,18876,Jordon Ibe,1617,Winger,25,Poor
134217,19160,J. Livermore,1617,CM,61,Very Good
134218,19215,T. Huddlestone,1617,CDM,62,Very Good
134219,19231,G. Friend,1617,CB,67,Very Good
134220,19237,A. Clayton,1617,CM,61,Very Good
134221,19481,J. Rodwell,1617,CB,61,Very Good
134222,181,V. Wanyama,1617,CDM,68,Excellent
134223,295,A. Lallana,1617,CM,83,Exceptional
134224,2054,Jesús Navas,1617,CDM,62,Very Good
134225,18770,E. Jakupović,1617,GK,66,Very Good
134226,18922,J. Cork,1617,CM,59,Very Good
134227,18924,J. Hendrick,1617,Winger,52,Good
134228,19318,K. Naughton,1617,FB,67,Very Good
134229,19609,J. O'Shea,1617,FB,42,Okay
134230,21383,E. Pieters,1617,FB,69,Excellent
134231,47505,B. Espinosa,1617,CB,57,Good
134232,51041,A. Diomande,1617,ST,40,Okay
134233,170,J. Vertonghen,1617,FB,67,Very Good
134234,18772,J. Evans,1617,CB,67,Very Good
134235,18798,A. Mariappa,1617,CB,63,Very Good
134236,18836,W. Hennessey,1617,GK,75,Excellent
134237,18847,J. Ward,1617,FB,66,Very Good
134238,18896,Javier Manquillo,1617,FB,60,Very Good
134239,18932,F. Forster,1617,GK,75,Excellent
134240,19147,C. Dawson,1617,FB,67,Very Good
134241,19913,D. Watmore,1617,Winger,36,Okay
134242,162,T. Alderweireld,1617,CB,62,Very Good
134243,645,R. Sterling,1617,Winger,75,Excellent
134244,1897,S. Mandanda,1617,GK,44,Okay
134245,18763,J. McCarthy,1617,CM,55,Good
134246,18819,M. Antonio,1617,Winger,75,Excellent
134247,18829,Jack Wilshere,1617,CM,55,Good
134248,19150,M. Holgate,1617,FB,64,Very Good
