card_id,api_player_id,player_name,season,club,current_pool,verified_position,confidence,evidence,source,fetched_at
159193,21591,A. Delort,2021,Montpellier,ST,ST,high,"Centre-Forward 33, Right Winger 1  (base 34, ST 97%)",transfermarkt,2026-08-11T07:55:33.145Z
159234,2059,W. Ben Yedder,1920,Monaco,ST,ST,high,"Centre-Forward 27, Second Striker 4  (base 31, ST 87%)",transfermarkt,2026-08-11T07:55:55.267Z
159290,278,Kylian Mbappé,1920,Paris Saint Germain,ST,ST,high,"Centre-Forward 24, Left Winger 11, Right Winger 2  (base 37, ST 65%)",transfermarkt,2026-08-11T07:56:34.687Z
159738,21443,T. Savanier,1819,Nimes,CDM,CM,high,"Central Midfield 17, Defensive Midfield 14, Attacking Midfield 1  (base 32, CM 53%)",transfermarkt,2026-08-11T07:56:49.934Z
159802,276,Neymar,1819,Paris Saint Germain,ST,CAM,low,"Second Striker 12, Left Winger 11, Centre-Forward 3, Attacking Midfield 2  (base 28, CAM 50%)",transfermarkt,2026-08-11T07:57:12.166Z
160161,760,M. Díaz,1718,Lyon,Winger,ST,high,"Centre-Forward 40  (base 40, ST 100%)",transfermarkt,2026-08-11T07:57:47.961Z
160195,1709,K. Toko Ekambi,1718,Angers,ST,ST,high,"Centre-Forward 27, Left Winger 6, Right Winger 2  (base 35, ST 77%)",transfermarkt,2026-08-11T07:58:17.518Z
160849,44355,B. Gomis,1617,Marseille,Winger,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T07:58:27.618Z
161181,266,Á. Di María,1516,Paris Saint Germain,Winger,Winger,high,"Right Winger 36, Attacking Midfield 5, Left Winger 5  (base 46, Winger 89%)",transfermarkt,2026-08-11T07:58:54.388Z
161209,274,E. Cavani,1516,Paris Saint Germain,ST,Winger,high,"Left Winger 34, Centre-Forward 13, Right Winger 2  (base 49, Winger 73%)",transfermarkt,2026-08-11T07:59:14.841Z
161211,1467,A. Lacazette,1516,Lyon,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T07:59:28.636Z
165226,51617,D. Núñez,2122,Benfica,ST,ST,high,"Centre-Forward 34, Left Winger 7  (base 41, ST 83%)",transfermarkt,2026-08-11T07:59:41.463Z
169839,9363,Igor Paixão,2425,Feyenoord,Winger,Winger,high,"Left Winger 39, Attacking Midfield 6, Right Winger 1, Second Striker 1  (base 47, Winger 85%)",transfermarkt,2026-08-11T08:00:01.319Z
170612,162016,X. Simons,2223,PSV Eindhoven,Winger,Winger,high,"Left Winger 19, Attacking Midfield 17, Right Winger 6, Centre-Forward 5  (base 47, Winger 53%)",transfermarkt,2026-08-11T08:00:21.983Z
171034,1826,S. Haller,2122,Ajax,Winger,ST,high,"Centre-Forward 43  (base 43, ST 100%)",transfermarkt,2026-08-11T08:00:32.158Z
171241,26902,G. Giakoumakis,2021,VVV Venlo,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T08:00:40.649Z
171420,37160,S. Berghuis,2021,Feyenoord,Winger,Winger,high,"Right Winger 39, Right Midfield 1, Centre-Forward 1  (base 41, Winger 98%)",transfermarkt,2026-08-11T08:00:56.759Z
172874,48390,R. van Wolfswinkel,1617,Vitesse,Winger,ST,high,"Centre-Forward 37  (base 37, ST 100%)",transfermarkt,2026-08-11T08:01:07.550Z
173242,1826,S. Haller,1516,Utrecht,,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T08:01:21.066Z
175622,110153,T. Arokodare,2425,Genk,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T08:01:30.947Z
175974,110153,T. Arokodare,2324,Genk,ST,ST,high,"Centre-Forward 26  (base 26, ST 100%)",transfermarkt,2026-08-11T08:01:38.726Z
176516,8918,T. Tissoudali,2122,Gent,ST,ST,high,"Centre-Forward 31, Second Striker 6, Left Winger 5, Attacking Midfield 1  (base 43, ST 72%)",transfermarkt,2026-08-11T08:02:09.774Z
184681,42432,Samuel Eto'o Fils,1617,Antalyaspor,ST,ST,high,"Centre-Forward 30  (base 30, ST 100%)",transfermarkt,2026-08-11T08:02:17.882Z
133555,644,L. Sané,1819,Manchester City,Winger,Winger,high,"Left Winger 45, Right Winger 1  (base 46, Winger 100%)",transfermarkt,2026-08-11T08:02:30.220Z
134398,18881,J. King,1617,Bournemouth,ST,CAM,low,"Centre-Forward 13, Second Striker 12, Right Winger 6, Attacking Midfield 2, Left Winger 2  (base 35, CAM 40%)",transfermarkt,2026-08-11T08:03:10.142Z
140257,2615,M. Gómez,1819,Celta Vigo,ST,UNSURE,low,"NETWORK UND_ERR_CONNECT_TIMEOUT , retryable, card not attempted",transfermarkt,2026-08-11T08:04:32.653Z
141167,59,Álvaro Morata,1617,Real Madrid,Winger,UNSURE,low,"NETWORK TimeoutError , retryable, card not attempted",transfermarkt,2026-08-11T08:05:30.681Z
146162,19194,T. Abraham,2122,AS Roma,ST,ST,high,"Centre-Forward 52  (base 52, ST 100%)",transfermarkt,2026-08-11T08:05:57.852Z
147841,790,E. Džeko,1718,AS Roma,ST,ST,high,"Centre-Forward 48  (base 48, ST 100%)",transfermarkt,2026-08-11T08:06:15.044Z
148310,213,K. Baldé,1617,Lazio,Winger,Winger,medium,"Left Winger 12, Second Striker 8, Centre-Forward 4  (base 24, Winger 50%)",transfermarkt,2026-08-11T09:53:29.444Z
148724,216,M. Icardi,1516,Inter,ST,ST,high,"Centre-Forward 33  (base 33, ST 100%)",transfermarkt,2026-08-11T09:53:50.893Z
160410,119,R. Falcao,1718,Monaco,ST,ST,high,"Centre-Forward 36  (base 36, ST 100%)",transfermarkt,2026-08-11T09:55:17.256Z
161240,2927,M. Batshuayi,1516,Marseille,ST,ST,high,"Centre-Forward 48  (base 48, ST 100%)",transfermarkt,2026-08-11T09:55:39.599Z
165261,42315,M. Taremi,2122,FC Porto,ST,ST,low,"Centre-Forward 22, Second Striker 21, Left Winger 4  (base 47, ST 47%)",transfermarkt,2026-08-11T09:56:28.896Z
165646,582,H. Seferović,2021,Benfica,ST,ST,high,"Centre-Forward 40, Second Striker 7  (base 47, ST 85%)",transfermarkt,2026-08-11T09:57:07.169Z
177845,1945,M. Samatta,1819,Genk,ST,ST,high,"Centre-Forward 47, Second Striker 1  (base 48, ST 98%)",transfermarkt,2026-08-11T09:57:48.166Z
183559,49860,E. Višća,1819,Başakşehir,CM,Winger,high,"Right Midfield 35, Right Winger 3  (base 38, Winger 100%)",transfermarkt,2026-08-11T09:58:21.205Z
181842,216,M. Icardi,2223,Galatasaray,ST,ST,high,"Centre-Forward 26  (base 26, ST 100%)",transfermarkt,2026-08-11T09:58:47.393Z
182168,458,M. Diagne,2223,Fatih Karagümrük,ST,UNSURE,low,"NETWORK TimeoutError , retryable, card not attempted",transfermarkt,2026-08-11T10:00:45.255Z
182199,1648,F. Borini,2223,Fatih Karagümrük,Winger,Winger,high,"Left Winger 25, Centre-Forward 5, Right Winger 1  (base 31, Winger 84%)",transfermarkt,2026-08-11T10:01:42.541Z
186932,8492,A. Sørloth,2425,Atletico Madrid,ST,ST,high,"Centre-Forward 53  (base 53, ST 100%)",transfermarkt,2026-08-11T10:01:52.386Z
186937,18906,Ayoze Pérez,2425,Villarreal,ST,ST,high,"Centre-Forward 21, Second Striker 5, Left Winger 1  (base 27, ST 78%)",transfermarkt,2026-08-11T10:02:11.553Z
130699,19586,E. Eze,2425,Crystal Palace,ST,CAM,high,"Attacking Midfield 39, Left Winger 4  (base 43, CAM 91%)",transfermarkt,2026-08-11T10:02:33.668Z
132242,283,T. Alexander-Arnold,2122,Liverpool,FB,FB,high,"Right-Back 47  (base 47, FB 100%)",transfermarkt,2026-08-11T10:03:34.682Z
131113,19586,E. Eze,2324,Crystal Palace,CM,CAM,high,"Attacking Midfield 16, Left Winger 10, Right Winger 1  (base 27, CAM 59%)",transfermarkt,2026-08-11T10:05:18.549Z
131543,643,Gabriel Jesus,2223,Arsenal,ST,ST,high,"Centre-Forward 29  (base 29, ST 100%)",transfermarkt,2026-08-11T10:07:08.988Z
131648,18778,H. Barnes,2223,Leicester,Winger,Winger,high,"Left Winger 27, Left Midfield 12  (base 39, Winger 100%)",transfermarkt,2026-08-11T10:07:37.000Z
132477,18766,D. Calvert-Lewin,2021,Everton,ST,ST,high,"Centre-Forward 39  (base 39, ST 100%)",transfermarkt,2026-08-11T10:08:12.374Z
132504,2939,C. Wilson,2021,Newcastle,ST,ST,high,"Centre-Forward 28  (base 28, ST 100%)",transfermarkt,2026-08-11T10:08:43.187Z
132694,304,S. Mané,2021,Liverpool,Winger,Winger,high,"Left Winger 45, Centre-Forward 2, Right Winger 1  (base 48, Winger 96%)",transfermarkt,2026-08-11T10:09:41.217Z
132785,289,A. Robertson,1920,Liverpool,CB,FB,high,"Left-Back 49  (base 49, FB 100%)",transfermarkt,2026-08-11T10:09:53.320Z
133449,2461,S. Rondón,1819,Newcastle,Winger,ST,high,"Centre-Forward 39, Left Winger 1  (base 40, ST 98%)",transfermarkt,2026-08-11T10:10:09.500Z
133617,643,Gabriel Jesus,1718,Manchester City,Winger,UNSURE,low,"NETWORK TimeoutError , retryable, card not attempted",transfermarkt,2026-08-11T10:11:56.788Z
133920,18830,M. Arnautović,1718,West Ham,ST,ST,high,"Centre-Forward 19, Left Winger 10, Right Winger 4  (base 33, ST 58%)",transfermarkt,2026-08-11T10:13:09.574Z
134182,1758,J. Defoe,1617,Sunderland,ST,ST,high,"Centre-Forward 37, Second Striker 1  (base 38, ST 97%)",transfermarkt,2026-08-11T10:14:40.411Z
134292,2928,C. Benteke,1617,Crystal Palace,ST,ST,high,"Centre-Forward 38  (base 38, ST 100%)",transfermarkt,2026-08-11T10:14:50.938Z
134309,185,Llorente,1617,Swansea,ST,ST,high,"Centre-Forward 34  (base 34, ST 100%)",transfermarkt,2026-08-11T10:15:03.555Z
134315,2299,Pedro,1617,Chelsea,Winger,CAM,high,"Attacking Midfield 27, Left Winger 6, Right Winger 3, Right Midfield 2, Left Midfield 2, Centre-Forward 1  (base 41, CAM 66%)",transfermarkt,2026-08-11T10:15:30.017Z
134443,2287,R. Barkley,1516,Everton,,CAM,high,"Attacking Midfield 34, Central Midfield 10, Left Midfield 2  (base 46, CAM 74%)",transfermarkt,2026-08-11T10:15:44.642Z
134586,1758,J. Defoe,1516,Sunderland,,ST,high,"Centre-Forward 27, Left Winger 4, Second Striker 2  (base 33, ST 82%)",transfermarkt,2026-08-11T10:16:01.050Z
134709,302,Roberto Firmino,1516,Liverpool,ST,CAM,high,"Attacking Midfield 17, Second Striker 13, Centre-Forward 11, Right Winger 7, Left Winger 1  (base 49, CAM 61%)",transfermarkt,2026-08-11T10:16:24.234Z
134720,629,K. De Bruyne,1516,Manchester City,CAM,Winger,high,"Right Midfield 15, Left Midfield 14, Attacking Midfield 14, Left Winger 2  (base 45, Winger 69%)",transfermarkt,2026-08-11T10:16:43.504Z
134722,910,A. Sánchez,1516,Arsenal,Winger,Winger,high,"Left Winger 29, Right Winger 9, Centre-Forward 3  (base 41, Winger 93%)",transfermarkt,2026-08-11T10:17:06.373Z
134731,12765,G. Pellè,1516,Southampton,,UNSURE,low,identity not resolved: club 'Southampton' on none of 4 candidate(s),transfermarkt,2026-08-11T10:17:32.759Z
137582,6009,J. Álvarez,2425,Atletico Madrid,ST,ST,high,"Centre-Forward 54, Left Winger 2, Second Striker 1  (base 57, ST 95%)",transfermarkt,2026-08-11T10:18:03.671Z
138559,47551,Raúl de Tomás,2122,Espanyol,ST,ST,high,"Centre-Forward 35, Left Winger 1  (base 36, ST 97%)",transfermarkt,2026-08-11T10:18:17.980Z
139145,56,A. Griezmann,2021,Barcelona,ST,UNSURE,low,"Centre-Forward 20, Left Winger 15, Second Striker 11, Right Winger 5  (base 51, Winger 39%)",transfermarkt,2026-08-11T10:18:51.015Z
139313,2864,A. Isak,2021,Real Sociedad,ST,ST,high,"Centre-Forward 44  (base 44, ST 100%)",transfermarkt,2026-08-11T10:19:41.970Z
139635,738,Sergio Ramos,1920,Real Madrid,CB,CB,high,"Centre-Back 44  (base 44, CB 100%)",transfermarkt,2026-08-11T10:20:28.302Z
139902,47394,Charles,1819,Eibar,ST,UNSURE,low,identity not resolved: club 'Eibar' on none of 4 candidate(s),transfermarkt,2026-08-11T10:21:02.248Z
140031,47294,I. Williams,1819,Athletic Club,ST,UNSURE,low,no position selector on the season page,transfermarkt,2026-08-11T10:21:06.654Z
140201,1695,Santi Cazorla,1819,Villarreal,CDM,CM,medium,"Central Midfield 21, Attacking Midfield 11, Left Midfield 7, Left Winger 3, Right Winger 2, Defensive Midfield 1, Right Midfield 1  (base 46, CM 46%)",transfermarkt,2026-08-11T10:21:49.531Z
140463,1707,Gerard Moreno,1718,Espanyol,ST,ST,high,"Centre-Forward 43  (base 43, ST 100%)",transfermarkt,2026-08-11T10:22:01.277Z
140790,47290,Aduriz,1617,Athletic Club,Winger,ST,high,"Centre-Forward 42  (base 42, ST 100%)",transfermarkt,2026-08-11T10:22:55.708Z
141076,47324,Sandro Ramírez,1617,Malaga,ST,ST,high,"Centre-Forward 29, Left Winger 1, Right Winger 1  (base 31, ST 94%)",transfermarkt,2026-08-11T10:23:50.239Z
141372,50,Koke,1516,Atletico Madrid,CM,Winger,high,"Left Midfield 27, Central Midfield 17, Right Midfield 7  (base 51, Winger 67%)",transfermarkt,2026-08-11T10:24:06.891Z
141509,2058,Nolito,1516,Celta Vigo,,Winger,high,"Left Winger 27, Left Midfield 1  (base 28, Winger 100%)",transfermarkt,2026-08-11T10:24:18.469Z
141569,47445,Iago Aspas,1516,Celta Vigo,,ST,high,"Centre-Forward 26, Right Winger 6, Left Winger 3, Second Striker 3  (base 38, ST 68%)",transfermarkt,2026-08-11T10:24:43.097Z
